Ext ID,Museum,Sampling date,Catalogue/accession,Species,Collection notes,Sex,Age,Year,Country,Region,Locality,Oral health,Appearance,Sampling comments,Ext Date,Sample weight (g),Pigmented_extract,Qubit concentration (ng/ul),LP date,Extract vol used,LP copies ,Ind date,LP vol used,Ind cycles,Ind copies,Pool,Pooled volume (ul)
MV_019,NHM Vienna,20230208,NMW 64592,Capreolus capreolus,"Sankt Ulrich bei Steyr, 26 Okt 2003 Blumenschein Johann",female,,2003,Austria,,,,,,20230626,0.029,FALSE,56.2,20230628,20,2.84E+06,20230920_7-7,12,11,4.12E+08,Pool D,5
MV_020,NHM Vienna,20230208,NMW 64591,Capreolus capreolus,"Wolfern, OÖ 14 Nov 2003 Blumenschein Johann",female,,2003,Austria,,,,,,20230626,0.023,FALSE,60.8,20230628,20,1.63E+06,20230920_remainder,12,11,6.20E+07,Pool D,5
MV_021,NHM Vienna,20230208,NMW 63964,Capreolus capreolus,"Sankt Ulrich bei Steyr, 17 Okt 2002 Blumenschein Johann",female,,2002,Austria,,,,,,20230626,0.013,FALSE,37.2,20230628,20,1.95E+06,20230920_remainder,12,11,7.25E+09,Pool C,4
MV_022,NHM Vienna,20230208,NMW 63962,Capreolus capreolus,"Sankt Ulrich bei Steyr, 13 Okt 2002 Blumenschein Johann",male,,2002,Austria,,,,,,20230703,0.014,FALSE,33.6,20230706,20,4.06E+08,20230818,18,11,9.23E+09,Pool C,4
MV_024,NHM Vienna,20230208,NMW 22729,Capreolus capreolus,"ReviewKledering, Gem Schwedchat GB Schrechat PB Wien-Umgebung Niederosterreich 8 sept 1977 R Patek leg et don",male,,1977,Austria,,,,,,20230627,0.015,FALSE,39,20230629,20,2.29E+09,20230906,12,11,9.29E+10,Pool A,3
MV_025,NHM Vienna,20230208,NMW 15626,Capreolus capreolus,"Gegeng Egg Gerichisberg GB Hainfeld PB lilienfelt, NÖ Coll Zalesky 20 Juni 1937",male,,1937,Austria,,,,,,20230703,0.02,FALSE,30.3,20230706,20,8.68E+07,20230829,6,11,9.00E+08,Pool D,5
MV_027,NHM Vienna,20230209,NMW 8848,Capreolus capreolus,"Ober Ruisbach, Bez, Kornensburg (Sloderan), NÖ E. Kulia x F. Zimmer",female,,1963,Austria,,,,,,20230710,0.023,FALSE,26.5,20230712,20,5.59E+08,20230818,18,11,2.63E+09,Pool C,4
MV_028,NHM Vienna,20230209,NMW 8708,Capreolus capreolus,"Feoffmitz, Bez. NeuenKirchen, NÖ v. H. ??",female,,1962,Austria,,,,,,20230710,0.013,FALSE,6.98,20230712,20,2.37E+08,20230818,18,11,2.16E+07,Pool D,5
MV_029,NHM Vienna,20230209,NMW 5307,Capreolus capreolus,"Hainfeld, GB Hainfeld, PB Lilieanfeld, Niederösterreich Ende Dez 1937 Karl Zalesky leg. et don.",female,,1937,Austria,,,,,,20230710,0.018,FALSE,7.38,20230712,20,5.72E+07,20230818,18,11,1.83E+07,Pool D,5
MV_031,NHM Vienna,20230209,NMW 4549,Capreolus capreolus,"Kleinzell, GB Hainfeld, PB Lilienfeld, Niederösterreich 21 Aug 1934 Karl Zalesky leg. et don.",male,,1934,Austria,,,,metallic sheen,,20230710,0.018,FALSE,9.26,20230719,20,3.62E+07,,,,,,
MV_032,NHM Vienna,20230209,NMW 4552,Capreolus capreolus,"Rohrbach a.d. Gölsen, GB Hainfeld, PB Lilienfeld, Niederösterreich 21 Juni 1934 Karl Zalesky leg. et don.",male,,1934,Austria,,,,,,20230710,0.012,FALSE,14.4,20230719,20,2.27E+07,,,,,,
MV_038,NHM Vienna,20230209,NMW F2226,Capreolus capreolus,"Sankt Ulrich bei Steyr, OÖ ? Feb 2000 Blumenschein Johann",male,,2000,Austria,,,,,lower jaw missing,20230726,0.022,FALSE,46.7,20230801,10,5.11E+07,20230905,12,11,1.35E+07,Pool D,5
MV_039,NHM Vienna,20230209,NMW F2277,Capreolus capreolus,"Sankt Ulrich bei Steyr, OÖ ? Sept 1998 Blumenschein Johann",male,,1998,Austria,,,,most upper teeth missing,maybe not enough,20230726,0.016,FALSE,23.2,20230801,10,7.12E+08,20230905,12,11,1.11E+10,Pool C,4
MV_041,NHM Vienna,20230209,NMW 8804,Capreolus capreolus,"Rusl/Neusiedlersee, Burgenland 7 Nov 1962 v.M.Urschite fez(?)",male,,1962,Austria,,,,,,20230808,0.019,FALSE,42.6,20230811,20,2.42E+08,20230904,12,11,2.75E+09,Pool C,4
MV_043,NHM Vienna,20230209,NMW 8805,Capreolus capreolus,"Raabs/Thaye, Beb. Waidhofen/Thaye, NÖ 10 Nov 1962 H.Urschitz ",male,,1962,Austria,,,,,,20230808,0.01,FALSE,12.5,20230811,20,5.70E+08,20230904,12,11,5.64E+10,Pool A,3
MV_045,NHM Vienna,20230209,NMW 8817,Capreolus capreolus,"(zentr.) Marchfeld GB Grossenzerzdorf, Gänserndorf, Niederosterr. 24 Nov 1962 H. Urschütz don.",male,,1962,Austria,,,,,,20230808,0.022,FALSE,30.4,20230811,20,1.55E+08,20230904,12,11,2.23E+10,Pool B,3
MV_046,NHM Vienna,20230209,NMW 10088,Capreolus capreolus,Meierhof Siehdichfus GB Fäusendorf NÖ 17 Dec 1963 Ed. Pieler,male,,1963,Austria,,,,,,20230808,0.021,FALSE,9.51,20230811,20,7.73E+07,20230904,12,11,3.02E+07,Pool D,5
MV_047,NHM Vienna,20230209,NMW 8710,Capreolus capreolus,"Hamslaten, Bez. Koinenburg (Slodesam), NÖ 18 Sep 1962 v.H.Urschitz fet(?)",male,,1962,Austria,,,, , ,20230808,0.019,FALSE,15.4,20230811,20,2.30E+08,20230904,12,11,3.74E+06,,
MV_048,NHM Vienna,20230210,NMW 10079,Capreolus capreolus,"Marchess, GB Panserndorf NO 16 Nov 1964 Pang' die Putsverweltung Maschess",male,,1964,Austria,,,,,,20230808,0.011,FALSE,55,20230811,20,8.47E+08,20230904,12,11,4.04E+10,Pool B,2
MV_051,NHM Vienna,20230210,NMW 57477,Meles meles,"Grossraming, OÖ 22 Jul 1995 Blumenschein Johann",male,,1995,Austria,,,,,,20230629,0.015,FALSE,16.1,20230704,20,2.25E+08,20230906,12,11,3.25E+10,Pool B,3
MV_052,NHM Vienna,20230210,NMW 57476,Meles meles,"Ternberg, OÖ 28 Okt 1994 Blumenschein Johann",male,,1994,Austria,,,,,,20230629,0.023,FALSE,25.2,20230704,20,1.10E+08,20230906,12,11,2.34E+10,Pool B,3
MV_055,NHM Vienna,20230210,NMW 40966,Meles meles,"Wolfern, OÖ 6 Marz 1989 Blumenschein Johann",male,,1989,Austria,,,,,,20230607,0.028,FALSE,22.1,20230612,20,5.49E+06,20230616,18,10,1.82E+09,Pool C,4
MV_056,NHM Vienna,20230210,NMW 42579,Meles meles,"Laussa, GB Weyer, PB Steyr, Oberösterreich 7 Mai 1996 JB2 J. Blumenschein don",male,,1991,Austria,,,, ,maybe not enough?,20230801,0.007,FALSE,10.7,20230810,20,1.13E+09,20230907,12,11,7.19E+10,Pool A,3
MV_057,NHM Vienna,20230210,NMW 42578,Meles meles,"St. Ulrich GB+PB Steyr, Oberösterreich 1 Apr 1991 J. Blumenschein don",male,,1991,Austria,,,, ,maybe not enough?,20230726,0.021,FALSE,13.9,20230801,10,1.21E+08,20230905,12,11,4.12E+09,Pool C,4
MV_058,NHM Vienna,20230213,NMW 15619,Meles meles,"Hainfeld/Gölse, eiener Wiese verendet gefundei Kal Geus Songraben 14.4.42 auf K Zalesky",male,,1942,Austria,,,,,,20230607,0.016,FALSE,19.3,20230612,20,3.96E+05,20230616,18,10,7.02E+09,Pool C,2
MV_059,NHM Vienna,20230213,NMW 3968,Meles meles,"Ramsau, NÖ 10 Marz 1934 Zalesky K",male,,1934,Austria,,,, ,maybe not enough?,20230726,0.015,FALSE,9.21,20230801,10,4.46E+08,20230905,12,11,2.38E+10,Pool B,3
MV_060,NHM Vienna,20230213,NMW 5486,Meles meles,"Litschau, NÖ 6 Mai 1935 Rossner H.",male,,1935,Austria,,,,,,20230723,0.013,FALSE,0.703,20230727,20,1.00E+08,20230905,12,11,2.37E+09,Pool C,4
MV_062,NHM Vienna,20230213,NMW 15620,Meles meles,"Gerichtsberg, b.Hainfeld, GB Hainfeld, PB lilienfeld NÖ 26 Nov 1937 K Zalesky",male,,1937,Austria,,,, , ,20230828,0.009,FALSE,2.37,20230830,20,1.22E+08,20230920_7-7,12,11,2.31E+10,Pool B,3
MV_065,NHM Vienna,20230213,NMW 41120,Meles meles,"Pichlern, OÖ 23.6.1988 J. Blumenschein don",male,,1988,Austria,,,,,,20230723,0.017,FALSE,18.2,20230727,20,1.10E+09,20230905,12,11,3.90E+10,Pool B,2
MV_066,NHM Vienna,20230213,NMW 41118,Meles meles,Oberfelder Forst NNW Saasz OÖ 25.4.1988 J. Blumenschein don,male,,1988,Austria,,,, ,maybe not enough?,20230801,0.019,FALSE,24.7,20230810,20,6.43E+08,20230907,12,11,3.76E+10,Pool B,2
MV_067,NHM Vienna,20230213,NMW 41119,Meles meles,"Oberfelder Forst NNW Saasz, OÖ 28.9.1988 J. Blumenschein don",male,,1988,Austria,,,, ,maybe not enough?,20230801,0.008,FALSE,10.4,20230810,20,1.20E+09,20230907,12,11,5.82E+10,Pool A,3
MV_068p,NHM Vienna,20230213,NMW 41122,Meles meles,"S Schloss Rosenegg, OÖ 2.8.1987 J. Blumenschein don",male,,1987,Austria,,,, , ,20230828,0.007,FALSE,7.93,20230830,20,2.11E+08,20230920_7-7,12,11,5.99E+10,Pool A,3
MV_068p,NHM Vienna,20230213,NMW 44343,Meles meles,"Garsten, OÖ ? Dez 1987 Blumenschein Johann",male,,1987,Austria,,,, ,not enough,20230828,0.007,FALSE,7.93,20230830,20,2.11E+08,20230920_7-7,12,11,5.99E+10,Pool A,3
MV_070,NHM Vienna,20230213,NMW 44344,Meles meles,"Garsten, OÖ 1. Jul.1992 Blumenschein Johann",male,,1992,Austria,,,,,,20230723,0.019,FALSE,5.34,20230727,20,5.15E+08,20230905,12,11,8.04E+10,Pool A,3
MV_072p,NHM Vienna,20230213,NMW 44342,Meles meles,"Sankt Ulrich bei Steyr, OÖ 19 Marz 1987 Blumenschein Johann",male,,1987,Austria,,,, , ,20230828,0.011,FALSE,7.07,20230830,20,2.09E+08,20230920_7-7,12,11,2.71E+10,Pool B,3
MV_072p,NHM Vienna,20230213,NMW 38092,Meles meles,"St. Ulrich bei Steyr, Oberösterreich 28.5.1987 J. Blumenschein don",male,,1987,Austria,,,, ,left mandible spongy bone deformation,20230828,0.011,FALSE,7.07,20230830,20,2.09E+08,20230920_7-7,12,11,2.71E+10,Pool B,3
MV_074,NHM Vienna,20230213,NMW 65172,Meles meles,"Sankt Ulrich bei Steyr, OÖ 15 Jul 2004 Blumenschein Johann",male,,2004,Austria,,,, ,maybe not enough?,20230726,0.019,FALSE,51,20230801,5,3.05E+08,20230905,12,11,2.30E+10,Pool B,3
MV_075,NHM Vienna,20230213,NMW 57560,Meles meles,"Sankt Ulrich bei Steyr, OÖ 22 Jan 1994 Blumenschein Johann",?,,1994,Austria,,,, , ,20230801,0.009,FALSE,9.53,20230810,20,2.32E+09,20230908,12,11,1.09E+09,Pool C,4
MV_076,NHM Vienna,20230213,NMW 3967,Meles meles,"Ramsau, NÖ 14 Marz 1934 Zalesky K",?,,1934,Austria,,,, , ,20230828,0.004,FALSE,1.13,20230830,20,1.07E+08,20230920_7-7,12,11,4.06E+10,Pool B,2
MV_077,NHM Vienna,20230214,NMW 66784,Meles meles,"Sankt Ulrich bei Steyr, OÖ ? Herbst 2000 Blumenschein Johann",?,,2000,Austria,,,, ,hair in the teeth,20230801,0.009,FALSE,19.3,20230810,20,2.68E+09,20230908,12,11,3.29E+09,Pool C,4
MV_078,NHM Vienna,20230214,NMW 73776,Meles meles,"Obergoggitsh, Graz-Umgebung, Steiermark, Ö 2017/12/22 Lukas Zangl leg. Universitat Graz via ",,,2017,Austria,,,, ,upper left molar bone spongy deformed,20230726,0.006,FALSE,8.15,20230801,10,2.37E+08,20230905,12,11,6.39E+09,Pool C,2
MV_079p,NHM Vienna,20230214,NMW 40924,Meles meles,"Parndorfer Platte, Gem. Parndorf, Burgenland 20 Juli 1985 Maria Leitner leg.",?,,1985,Austria,,,, , ,20230828,0.009,FALSE,2.69,20230830,20,2.68E+08,20230920_7-7,12,11,8.13E+10,Pool A,3
MV_079p,NHM Vienna,20230214,NMW 34237,Meles meles,untermauerbach Gem. Mauerbach Niederosterreih 27.6.1985 K. Heubock leg. M Hohneck don.,male,,1985,Austria,,,,very fine powder; not enough, ,20230828,0.009,FALSE,2.69,20230830,20,2.68E+08,20230920_7-7,12,11,8.13E+10,Pool A,3
MV_081,NHM Vienna,20230214,NMW 42651,Meles meles,"Tal d. Kl. Taffa SSE Burgstall, Niederösterreich 25 Mai 1991 P. Reischutz don",,,1991,Austria,,,, ,might actually be enough,20230801,0.019,FALSE,22.1,20230810,20,5.04E+08,20230908,12,11,4.40E+08,Pool D,5
MV_082,NHM Vienna,20230214,NMW 29364,Meles meles,Hangunterhalbd.Teufelsrast-Felsdacher Gem Nohagen Niederosterreich 20 Sept 1981 R Vogl leg et don,,,1981,Austria,,,,jaw deformed,maybe enough,20230801,0.012,FALSE,31.6,20230810,20,2.59E+09,20230908,12,11,3.70E+10,Pool B,2
MV_083,NHM Vienna,20230214,NMW 57478,Meles meles,"Sankt Bernhard-Frauenhofen, NÖ 25 Mai 1991 Reischutz",?,,1991,Austria,,,,,might actually be enough,20230723,0.023,FALSE,156.8,20230727,20,1.22E+09,20230905,12,11,1.20E+09,Pool C,4
MV_087,NHM Vienna,20230214,NMW 61624,Meles meles,Purkersdorf NÖ ?1952-?1960 Riener Ingo Sigurd, ,,1950-1960,Austria,,,, ,covered in glue,20230726,0.008,FALSE,2.07,20230831,20,1.22E+08,20230906,12,11,2.52E+09,Pool C,4
MV_088,NHM Vienna,20230214,NMW 63322,Meles meles,"Wolfsbach, NÖ 25 Jun 2000 Blumenschein Johann",?,,2000,Austria,,,,,,20230613,0.02,FALSE,47.9,20230619,20,7.65E+06,20230621,18,12,7.02E+09,Pool C,2
MV_089,NHM Vienna,20230214,NMW 73873,Meles meles,"Gansedorf, Niederosterreich 2018/1/7 FIWI Vet. Med. Univ. Wien via",female,,2018,Austria,,,,,,20230723,0.017,FALSE,10.3,20230727,20,4.48E+08,20230905,12,11,2.76E+10,Pool B,3
MV_090,NHM Vienna,20230214,NMW 72324,Meles meles,"Wien 1130 Wien Wien, Osterreich 2015/5/8 Peter Minor leg et dn",female,,2016,Austria,,,,,,20230816,0.024,FALSE,42.1,20230824,20,7.27E+08,20230908,12,11,1.72E+10,Pool B,3
MV_091,NHM Vienna,20230214,NMW 7075/B 5551,Meles meles,"Kleinsolk, Stmk 10 Aug 1941 Wettstein Otto",male,,1941,Austria,,,, , ,20230816,0.009,FALSE,5.07,20230824,20,3.39E+08,20230908,12,11,4.19E+10,Pool B,2
MV_092,NHM Vienna,20230214,NMW F757,Meles meles,"E Mitterbach, STMK 1991-08-06 P. Sehnal",male,,1991,Austria,,,, ,black spots throughout bone and teeth; spongy jaw bone,20230828,0.007,FALSE,18.1,20230830,20,4.28E+08,20230920_7-7,12,11,5.00E+10,Pool A,3
MV_093,NHM Vienna,20230214,NMW 9011,Meles meles,"Frankenstein/Ober-Trixen, Bez Volkermarkt, Karnten Mai 1926 P Urban",male,,1926,Austria,,,,,dirty,20230816,0.017,FALSE,7.23,20230824,20,4.84E+08,20230908,12,11,1.29E+11,Pool A,2
MV_095,NHM Vienna,20230214,NMW 2840,Meles meles,"Völkermarket, K Mai 1926 Urban G",male,,1926,Austria,,,, , ,20230828,0.006,FALSE,3.16,20230830,20,5.67E+08,20230920_7-7,12,11,7.28E+10,Pool A,3
MV_096,NHM Vienna,20230215,NMW 22939,Meles meles,Schorfheide Bez Frankfurst/Oder DDR 1888 Coll W Rüdiger 95,female,,1888,DDR,,,,,,20230613,0.018,FALSE,2.59,20230619,20,4.72E+06,20230621,18,12,1.98E+09,Pool C,4
MV_097,NHM Vienna,20230215,NMW 22941,Meles meles,"Uederberge, Schorfheide, Bez Frankfurt/Oder DDR 1892 Coll W Rüdiger 96",female,,1892,DDR,,,,,,20230613,0.015,FALSE,1.1,20230619,20,5.73E+06,20230621,18,12,1.50E+10,Pool B,3
MV_099,NHM Vienna,20230215,NMW 28545,Sus scrofa,Lainzer Tiergarten Wien 13 Bezirk (Hietzing) (Totfung) 25.9.65 Ferdinand Bauchinger leg et don,,,1965,Austria,,,,,,20230707,0.021,FALSE,48.6,20230712,20,1.16E+09,20230818,18,11,3.25E+10,Pool B,3
MV_100,NHM Vienna,20230215,NMW 8808,Sus scrofa,"Seewinkel Bez. Neusiedl aum See, Burgenland 10 Nov 1962 H Urschitz Kamf",,,1962,Austria,,,,,dubious,20230816,0.01,FALSE,3.72,20230824,20,3.42E+08,20230920_7-7,12,11,6.31E+10,Pool A,3
MV_102,NHM Vienna,20230215,NMW 18799,Sus scrofa,"Vladuschkan, Siebenburgem aus die Nachloss Prof R Schubert-Soldern",,,1905,Romania,,,,,thick plaque; falls right off,20230707,0.013,FALSE,30.6,20230712,20,4.57E+07,20230818,18,11,2.50E+09,Pool C,4
MV_103,NHM Vienna,20230215,NMW 507,Sus scrofa,Galizien 30 IX 1895 von Oberstjägermeister anst durch Forstmeister Rust ans dem Rovies Hülleldorf,female,,1895,Austria,,,,,thick plaque; falls right off,20230609,0.02,FALSE,19.6,20230620,20,4.84E+06,20230622,18,11,7.90E+09,Pool C,4
MV_104,NHM Vienna,20230216,NMW 62272,Capreolus capreolus,"Wolfsbach, NÖ ? Herbst 1998 Blumenschein Johann",male,,1998,Austria,,,,very fine; difficult to sample,probably not enough,20230717,0.018,FALSE,0.462,20230721,20,7.05E+07,20230920_3-3,10,14,4.55E+10,Pool B,2
MV_106,NHM Vienna,20230216,NMW 73688,Capreolus capreolus,"Jois, Neusiedl am See, Burgenland, Osterreich 1994/4 Dostal ex coll",female,,1994,Austria,,,,,,20230627,0.025,FALSE,18.6,20230629,20,1.77E+08,20230906,12,11,1.30E+06,,
MV_107,NHM Vienna,20230216,NMW 72493,Capreolus capreolus,"Brandenberg, Kurfstein, Tirol, Osterreich juvenil 2017/1 Messner familie leg. et don. Ernst Mikschi Dr. Naturhistorisches Museum Wien via",female,,2017,Austria,,,,very fine; difficult to sample,,20230627,0.009,FALSE,7.11,20230629,20,1.44E+07,20230906,12,11,1.39E+08,Pool D,5
MV_109,NHM Vienna,20230216,NMW 26474,Capreolus capreolus,"Umgebung von Gföhl Gem Gföhl, Niederösterreich 10 Sept 1978 Jager Rossi leg K magnus don",female,,1978,Austria,,,,,,20230627,0.028,FALSE,27.7,20230629,20,4.82E+07,20230906,12,11,5.61E+09,Pool C,2
MV_110,NHM Vienna,20230216,NMW 62271,Capreolus capreolus,"Sankt Ulrich bei Steyr, OÖ ? Sept 2000 Blumenschein Johann",female,,2000,Austria,,,,,,20230726,0.028,FALSE,45.8,20230831,10,2.50E+08,20230920_7-7,12,11,3.92E+10,Pool B,2
MV_111,NHM Vienna,20230216,NMW 82571,Capreolus capreolus,Österreich Dostal ex coll,female,,1989,Austria,,,,,,20230726,0.024,FALSE,12.4,20230831,20,1.18E+07,20230920_7-7,12,11,1.18E+09,Pool C,4
MV_113,NHM Vienna,20230220,NMW 29574,Rupicapra rupicapra,"Bärenleitenkogel Osthornig Dürrenstein-Massiv Gem Gaming, NO 28 April 1980 F Schobesberger leg Foostrero?? Rosch?? Don (6 Sch 8)",female,,1980,Austria,,,,large brown plaques,,20230626,0.029,FALSE,43.4,20230628,20,3.20E+08,20230724,18,11,5.43E+09,Pool C,2
MV_114,NHM Vienna,20230220,NMW 29575,Rupicapra rupicapra,"Bärenleitenkogel-Osthang Dürrenstein-Massiv, Gem. Gamming, NO 28 April 1980 G Schobesberger leg F.verw Rotschild don. (G Schr 9)",female,,1980,Austria,,,,,,20230626,0.026,FALSE,20.6,20230628,20,2.83E+08,20230724,18,11,3.99E+10,Pool B,2
MV_115,NHM Vienna,20230220,NMW 29572,Rupicapra rupicapra,"Über d Wassböndl, E Dürenstien-Massiv, Gem Gaming, NÖ 16 April 1980 G Schobesberger leg F.verw Rotschild don. (G Schr 6)",male,,1980,Austria,,,,large brown plaques; enamle flakes easily,,20230626,0.017,FALSE,21,20230628,20,1.15E+09,20230724,18,11,4.19E+11,Pool A,1
MV_116,NHM Vienna,20230220,NMW 4626,Rupicapra rupicapra,"Mürsteg, Steiermark ^ Dez 1912 Prof J Knotek don",male,,1912,Austria,,,,,,20230626,0.025,FALSE,16.8,20230628,20,6.02E+08,20230724,18,11,2.75E+06,,
MV_118,NHM Vienna,20230220,NMW 29576,Rupicapra rupicapra,"E Durchlaßalm, Dürrenstein-Massiv, Gem Gaming, Niederosterreich 11 Mai 1980 G Schobesberger leg Forstreow(?) Rotschild don. (G Schr 11)",female,,1980,Austria,,,,,,20230629,0.013,FALSE,7.76,20230704,20,1.29E+08,20230906,12,11,2.76E+10,Pool B,3
MV_119,NHM Vienna,20230220,NMW 29577,Rupicapra rupicapra,"Forrstotr, E Weißmauer v Wurzenriegel, Durrenstein-Massiv, Gem gaming, Niederosterreich 15 Mai 1980 G Schobesberger leg Forstverr(?) Roth",male,,1980,Austria,,,,,,20230629,0.025,FALSE,34.8,20230704,20,7.60E+07,20230906,12,11,1.05E+10,Pool C,4
MV_120,NHM Vienna,20230220,NMW 227,Rupicapra rupicapra,Eisenerz Gem + GB Eisenerz Steiermark K+K Gutsverwalt Eisenerz don Marz 1892,female,,1892,Austria,,,,,,20230629,0.028,FALSE,18.3,20230704,20,1.19E+07,20230906,12,11,1.40E+09,Pool C,4
MV_121,NHM Vienna,20230220,NMW 4612,Rupicapra rupicapra,"NE Steir. Kalkalpen, Steiermark Prof J Knotek leg et don",male,,1900-1920,Austria,,,,gray/white dusty,,20230629,0.016,FALSE,1.47,20230704,20,1.18E+06,20230920_remainder,12,11,2.23E+06,,
MV_124,NHM Vienna,20230220,NMW 4599,Rupicapra rupicapra,"NE Steir. Kalkalpen, Steiermark Prof J Knotek leg et don",male,,1900-1920,Austria,,,,,,20230707,0.016,FALSE,4.36,20230712,20,7.85E+07,20230818,18,11,2.75E+09,Pool C,4
MV_126,NHM Vienna,20230220,NMW 29573,Rupicapra rupicapra,"Bärenleitenkogel Osthornig Dürrenstein-Massiv Gem Gaming, NO 28 April 1980 6 Sch 7 G Schobesberger leg F.verw Rotschild don. ",female,,1980,Austria,,,,,,20230723,0.014,FALSE,15.2,20230727,20,1.72E+08,20230905,12,11,3.17E+09,Pool C,4
MV_127,NHM Vienna,20230220,NMW 41374,Rupicapra rupicapra,(Niederosterreich) C Schlag v. Scharhelm don,male,,1900,Austria,,,,,,20230723,0.021,FALSE,6.62,20230727,20,5.07E+05,,,,,,
MV_130,NHM Vienna,20230220,NMW 3972,Rupicapra rupicapra,"St Johann am Tauern, Steiermark 15 Dez 1933 Dr O Keller leg et don ",male,,1933,Austria,,,,,glue?,20230723,0.01,FALSE,4.65,20230727,20,1.20E+09,20230905,12,11,8.04E+10,Pool A,3
MV_131,NHM Vienna,20230220,NMW 4638,Rupicapra rupicapra,"Sonnblick, Apriach, Gem Heiligenblut, Karnten Prof J Knotek leg et don",female,,1900-1920,Austria,,,,,,20230723,0.02,FALSE,9.3,20230727,20,1.90E+08,20230905,12,11,2.83E+07,Pool D,5
MV_133,NHM Vienna,20230220,NMW 1941,Rupicapra rupicapra,"Grünberg/Totes Gebirge, Offensee, Oberosterreich 7 Aug 1894 Kaiser Franz Josef I don",male,,1894,Austria,,,,,,20230814,0.023,FALSE,21.9,20230821,10,2.42E+08,20230908,12,11,1.64E+10,Pool B,3
MV_135,NHM Vienna,20230220,NMW 57799,Rupicapra rupicapra,"Großarl, S 7 Jan 1974 Salzburg Ernst H.",?,,1974,Austria,,,,,,20230814,0.011,FALSE,1.13,20230821,10,6.38E+07,20230908,12,11,2.17E+10,Pool B,3
MV_138,NHM Vienna,20230220,NMW 29569,Rupicapra rupicapra,"Bärenleitenkogel, Gem. Gaming, Niederosterreich 23 Feb 1980 G Schobesberger leg Forstr. Rothschild don",female,,1980,Austria,,,,large plaques,very dirty,20230816,0.028,FALSE,22,20230824,20,6.29E+08,20230908,12,11,3.72E+06,,
MV_139,NHM Vienna,20230220,NMW 29571,Rupicapra rupicapra,"Bärwiesbaden S Sperriedl, Gem Gaming, Niederosterreich 15 April 1980 (6 Sch 5) G Schobesberger leg F.verw Rotschild don. ",female,,1980,Austria,,,,,,20230814,0.013,FALSE,26,20230821,10,8.64E+07,20230908,12,11,9.67E+09,Pool C,4
MV_140,NHM Vienna,20230220,NMW 29570,Rupicapra rupicapra,"Über d Wasserböndl, E Dürrenstein-Massiv Gem Gaming, NÖ 13 April 1980 G Schobesberger leg F.verw Rotschild don. ",female,,1980,Austria,,,,,enamel easily breaks,20230816,0.012,FALSE,3.5,20230824,20,1.99E+08,20230920_7-7,12,11,4.15E+10,Pool B,2
MV_144,NHM Vienna,20230221,NMW 2741,Giraffa camelopardalis, ,female,,1918,Sudan,,,,,,20230713,0.03,FALSE,10,20230719,20,2.58E+08,20230905,12,11,3.23E+06,,
MV_145,NHM Vienna,20230221,NMW 974,Giraffa camelopardalis,Schönbrunn (?) ,female,,1897,Kenya,,,,,,20230608,0.02,FALSE,0.691,20230613,20,4.08E+05,20230622,18,11,1.91E+06,,
MV_146,NHM Vienna,20230221,NMW 7535,Giraffa camelopardalis, ,female,,1896,Tanzania,,,,,,20230608,0.018,FALSE,1.06,20230613,20,8.07E+04,20230622,18,11,4.78E+06,,
MV_148,NHM Vienna,20230221,NMW 5549,Giraffa camelopardalis, ,female,,1897,Kenya,,,,,,20230608,0.018,FALSE,0.306,20230613,20,3.43E+05,20230616,18,10,2.20E+09,Pool C,4
MV_156,NHM Vienna,20230221,NMW 5507,Ovibos moschatus,"Ymers Ore, Dusenfjord, Ost-Grönland, Grönland 21 Juli 1909 Exped v Öberlander, v. Lorenz & Architekt Kmunke ",female,,1909,Greenland,,,,,,20230912,0.026,FALSE,12.4,,,,,,,,,
MV_157,NHM Vienna,20230221,NMW 5510,Ovibos moschatus,wahrsch zw Kaiser Franz Josefs Fjord und Germania land* Grönland Deustche Nordpolexpedition Erwerb 6.2.1940,female,,1871,Greenland,,,,,,20230912,0.022,FALSE,9.87,,,,,,,,,
MV_167,NHM Vienna,20230223,NMW 658,Pongo pygmaeus,siehe Karteikarte Indonesien Als Geschenk an Anthropol-Ethnogr Sammlung - von dort 1885 Übernommen (AV 1885/XIII/1/2),female,,1881,Indonesia,,,,dark black plaque,,20230626,0.016,FALSE,2.66,20230628,20,3.27E+08,20230724,18,11,5.90E+10,Pool A,3
MV_168,NHM Vienna,20230223,NMW 820,Pongo pygmaeus,"Borneo/Kanomantan, Indonesien Geschenk des Museum Batavia/Djakarta an die Novara-Exped Mai 1858",male,,1858,Indonesia,,,,,,20230626,0.025,FALSE,8.7,20230628,20,1.83E+08,20230724,18,11,4.63E+05,,
MV_169,NHM Vienna,20230223,NMW 817,Pongo pygmaeus,Borneo/Kalimantan 1852 von Hernn von Kessel gekauft (vgl NMW 812-AV 1852/I/1b),,,1852,Indonesia,,,,,,20230723,0.025,FALSE,4.31,20230727,20,7.09E+08,20230905,12,11,1.80E+08,Pool D,5
MV_175,NHM Vienna,20230223,NMW 3109/ST660,Pongo pygmaeus,"Tandjoeng Poera/Tandjungpura, Nordsumatra, Indonesien Februar 1908 Anton Scholz leg., Ph. Von Öberlander don",female,,1908,Indonesia,,,,,,20230723,0.017,FALSE,6.06,20230809,20,4.79E+08,20230907,12,11,6.54E+10,Pool A,3
